Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
TXN102396,USER4381,1641.95,Bill Payment,19,iOS,Same City,0,511,6,UPI PIN,0
TXN102397,USER1284,365.14,Recharge,11,iOS,Same City,0,874,1,UPI PIN,0
TXN102398,USER3964,3639.71,P2P,4,Android,Same City,0,1120,3,Biometric,1
TXN102399,USER3513,4118.19,Merchant,8,Android,Same City,0,2819,1,Biometric,0
TXN102400,USER3250,2353.59,Recharge,5,iOS,Same City,0,2218,1,Auto Debit,1
TXN102401,USER1382,121.89,P2P,5,Android,Same City,0,287,1,UPI PIN,0
TXN102402,USER2797,81.76,P2P,22,Android,Different State,1,3522,2,UPI PIN,0
TXN102403,USER2497,6828.25,Bill Payment,12,Android,Same City,0,957,3,UPI PIN,0
TXN102404,USER3782,3044.08,Bill Payment,16,Android,Same City,1,1390,5,UPI PIN,1
TXN102405,USER4071,1001.48,Recharge,3,iOS,Same City,1,2565,3,UPI PIN,1
TXN102406,USER2962,6633.96,P2P,16,Android,Different City,0,2341,1,Biometric,1
TXN102407,USER2837,2225.85,Merchant,16,iOS,Different City,0,3902,5,UPI PIN,0
TXN102408,USER4422,1111.76,Recharge,17,Android,Same City,0,828,4,Biometric,0
TXN102409,USER4115,2179.38,Bill Payment,13,Android,Same City,0,2129,5,UPI PIN,1
TXN102410,USER4959,1049.51,P2P,2,Web,Different City,0,510,2,UPI PIN,0
TXN102411,USER4662,1808.85,Recharge,22,Web,Same City,0,590,3,UPI PIN,0
TXN102412,USER4909,461.24,Merchant,20,iOS,Same City,0,2804,2,Biometric,0
TXN102413,USER3175,2128.28,Recharge,10,Android,Same City,0,3935,6,UPI PIN,0
TXN102414,USER1074,1696.37,Bill Payment,22,iOS,Same City,2,3927,5,UPI PIN,0
TXN102415,USER2174,2991.41,Bill Payment,19,iOS,Same City,0,185,3,UPI PIN,1
TXN102416,USER1553,4039.83,Bill Payment,2,iOS,Same City,0,260,6,UPI PIN,0
TXN102417,USER4676,989.96,Merchant,20,Android,Different State,0,282,4,UPI PIN,0
TXN102418,USER1720,594.2,Recharge,2,Android,Same City,0,1351,6,UPI PIN,1
TXN102419,USER1212,3261.16,Bill Payment,12,Android,Same City,0,2271,4,UPI PIN,1
TXN102420,USER4647,2040.28,P2P,18,iOS,Different State,1,480,4,UPI PIN,1
TXN102421,USER4550,691.46,Recharge,0,Android,Same City,1,1873,1,UPI PIN,0
TXN102422,USER2606,3523.6,P2P,5,Android,Same City,0,2586,3,UPI PIN,0
TXN102423,USER1436,123.73,P2P,15,iOS,Different City,0,3194,3,UPI PIN,0
TXN102424,USER3672,431.34,Recharge,13,Android,Same City,0,3849,5,UPI PIN,0
TXN102425,USER2740,2741.68,P2P,21,Android,Same City,1,3449,5,UPI PIN,0
TXN102426,USER4356,237.5,Recharge,12,Android,Same City,1,774,1,Biometric,0
TXN102427,USER4465,2380.32,Merchant,20,Android,Same City,0,2351,4,Biometric,1
TXN102428,USER1047,666.61,Merchant,8,Android,Different State,0,3258,3,UPI PIN,0
TXN102429,USER4180,6503.22,P2P,5,Android,Same City,1,311,4,Biometric,1
TXN102430,USER2201,3343.45,Bill Payment,15,Android,Same City,1,3508,0,UPI PIN,1
TXN102431,USER3061,5094.46,Merchant,1,Android,Different State,0,1531,5,UPI PIN,0
TXN102432,USER4254,2285.4,Bill Payment,7,Android,Different State,0,3122,3,UPI PIN,0
TXN102433,USER1113,1368.67,Recharge,20,Android,Same City,0,3678,2,UPI PIN,0
TXN102434,USER1954,66.51,Bill Payment,22,Android,Same City,1,3773,2,UPI PIN,0
TXN102435,USER2595,10374.0,Recharge,2,Web,Same City,0,1613,7,UPI PIN,0
TXN102436,USER3230,3894.68,Merchant,14,Android,Different City,1,3520,5,Biometric,0
TXN102437,USER2672,1635.5,Merchant,6,Android,Same City,0,3123,4,UPI PIN,0
TXN102438,USER4291,1842.81,P2P,20,iOS,Different City,0,2517,2,Biometric,1
TXN102439,USER3976,348.6,Merchant,3,Android,Same City,0,3823,1,Biometric,1
TXN102440,USER2710,549.04,Bill Payment,20,Android,Same City,1,1501,2,Auto Debit,0
TXN102441,USER4653,325.81,Merchant,7,Android,Same City,2,2590,1,UPI PIN,0
TXN102442,USER2409,861.22,Recharge,15,iOS,Same City,0,2925,4,Biometric,0
TXN102443,USER2143,396.34,Merchant,6,Android,Different State,0,3591,2,UPI PIN,0
TXN102444,USER1759,1081.28,Merchant,10,iOS,Same City,0,1741,4,Auto Debit,0
TXN102445,USER3590,1541.61,Merchant,16,Android,Different City,1,1585,1,UPI PIN,1
TXN102446,USER4845,4253.39,Recharge,3,iOS,Same City,0,253,1,UPI PIN,0
TXN102447,USER4099,2078.65,Merchant,22,iOS,Same City,0,3602,5,UPI PIN,1
TXN102448,USER1836,1448.69,Bill Payment,4,Android,Same City,0,1497,2,UPI PIN,0
TXN102449,USER2892,1031.46,Merchant,1,Web,Same City,0,2758,3,Biometric,0
TXN102450,USER2855,798.42,Bill Payment,1,Android,Same City,2,3860,1,Auto Debit,1
TXN102451,USER2351,3191.59,Bill Payment,20,Android,Same City,0,759,1,UPI PIN,1
TXN102452,USER3978,1082.4,Recharge,9,Web,Different State,0,1834,4,Biometric,1
TXN102453,USER4916,297.64,P2P,7,Android,Same City,1,2737,2,UPI PIN,0
TXN102454,USER4851,185.01,Bill Payment,17,Android,Same City,1,1866,4,UPI PIN,0
TXN102455,USER3548,2079.94,Bill Payment,23,Android,Same City,0,2006,0,UPI PIN,0
TXN102456,USER2872,2768.17,Merchant,16,Android,Same City,0,609,6,UPI PIN,0
TXN102457,USER3142,963.24,Merchant,16,Android,Same City,1,168,4,Auto Debit,0
TXN102458,USER2987,4288.5,Recharge,19,Android,Same City,0,1408,3,UPI PIN,0
TXN102459,USER1468,1983.08,P2P,14,Android,Different City,0,1188,3,UPI PIN,0
TXN102460,USER3069,859.07,Bill Payment,6,Android,Same City,0,688,3,UPI PIN,0
TXN102461,USER3362,2743.08,Recharge,23,Android,Different City,1,661,7,UPI PIN,0
TXN102462,USER2196,2934.24,Recharge,18,Android,Same City,1,3911,2,Biometric,0
TXN102463,USER3185,9000.43,Recharge,3,Android,Same City,0,1287,7,UPI PIN,1
TXN102464,USER4415,1009.28,Bill Payment,11,Android,Different City,0,2181,1,Biometric,0
TXN102465,USER1971,1212.1,Bill Payment,6,iOS,Same City,0,3698,1,UPI PIN,1
TXN102466,USER1269,94.82,Merchant,19,iOS,Same City,0,748,3,UPI PIN,0
TXN102467,USER2797,5170.01,Bill Payment,14,Android,Same City,0,604,1,UPI PIN,1
TXN102468,USER3061,1043.31,Recharge,12,Android,Same City,0,3163,4,UPI PIN,0
TXN102469,USER4952,3917.64,Recharge,4,Android,Same City,0,3949,2,Biometric,0
TXN102470,USER3280,1067.02,P2P,11,Android,Same City,0,999,3,UPI PIN,0
TXN102471,USER2082,1540.37,P2P,17,Android,Same City,0,868,4,Biometric,0
TXN102472,USER4847,2571.82,P2P,4,iOS,Different City,1,3669,6,Biometric,0
TXN102473,USER3090,4911.97,P2P,6,iOS,Same City,1,2788,4,UPI PIN,0
TXN102474,USER2051,1967.01,Merchant,18,iOS,Different State,0,2269,5,UPI PIN,0
TXN102475,USER2916,139.01,Recharge,6,Android,Different City,0,542,2,Auto Debit,0
TXN102476,USER2391,728.48,Recharge,15,Android,Same City,1,202,4,Auto Debit,0
TXN102477,USER1367,1738.33,Recharge,3,iOS,Different State,0,2964,1,UPI PIN,1
TXN102478,USER2854,6163.77,Recharge,15,Android,Same City,0,456,1,Biometric,0
TXN102479,USER4351,443.35,Merchant,7,iOS,Same City,0,1938,4,Biometric,0
TXN102480,USER2314,2588.71,Recharge,21,iOS,Same City,0,847,7,UPI PIN,1
TXN102481,USER1745,1515.56,Recharge,20,iOS,Same City,0,30,4,UPI PIN,0
TXN102482,USER1168,474.88,Bill Payment,8,Android,Different City,0,3367,2,UPI PIN,0
TXN102483,USER4385,959.19,Bill Payment,12,Android,Same City,1,3178,3,Biometric,0
TXN102484,USER2343,577.27,Merchant,13,iOS,Different City,0,2832,1,UPI PIN,0
TXN102485,USER1207,7061.59,Recharge,17,iOS,Same City,0,2484,2,UPI PIN,1
TXN102486,USER3228,739.93,Merchant,17,Web,Different State,0,665,3,Biometric,0
TXN102487,USER4292,3266.0,P2P,11,Android,Different City,0,2501,4,UPI PIN,1
TXN102488,USER4920,300.8,Bill Payment,4,Android,Same City,0,3542,3,UPI PIN,0
TXN102489,USER2254,2254.17,Bill Payment,13,iOS,Same City,0,2163,2,UPI PIN,1
TXN102490,USER3012,402.94,P2P,10,Android,Same City,0,2325,2,Biometric,0
TXN102491,USER3720,983.62,Merchant,17,Android,Same City,0,2011,1,UPI PIN,0
TXN102492,USER1541,2768.98,Recharge,14,Android,Same City,0,2113,3,UPI PIN,0
TXN102493,USER3465,1301.23,Bill Payment,15,Android,Same City,2,2948,4,UPI PIN,0
TXN102494,USER4526,4540.86,Bill Payment,16,iOS,Same City,0,694,4,UPI PIN,1
TXN102495,USER3690,746.55,Merchant,5,iOS,Different State,0,46,2,UPI PIN,0
TXN102496,USER2055,113.59,Bill Payment,4,Android,Same City,1,546,3,UPI PIN,0
TXN102497,USER2050,3001.97,P2P,0,iOS,Same City,2,3954,1,UPI PIN,0
TXN102498,USER1330,2422.63,P2P,18,Android,Same City,2,717,1,UPI PIN,1
TXN102499,USER3528,555.17,P2P,0,Android,Same City,0,1635,5,Biometric,0
TXN102500,USER3380,593.14,Recharge,7,Android,Different State,1,2237,2,UPI PIN,0
TXN102501,USER1032,296.46,Bill Payment,17,Android,Different City,0,357,4,UPI PIN,1
TXN102502,USER4952,1622.97,Recharge,0,Android,Same City,1,176,4,UPI PIN,1
TXN102503,USER3342,1961.42,P2P,9,iOS,Same City,1,1948,3,UPI PIN,0
TXN102504,USER1569,132.6,Recharge,14,iOS,Same City,0,2068,1,UPI PIN,0
TXN102505,USER3791,2128.65,Merchant,14,Android,Same City,1,268,3,Biometric,0
TXN102506,USER2232,1028.07,P2P,3,Web,Same City,1,1537,2,UPI PIN,0
TXN102507,USER4887,1905.26,Bill Payment,17,iOS,Same City,0,1554,4,Auto Debit,0
TXN102508,USER2783,2644.12,Recharge,22,Android,Different State,0,2527,2,UPI PIN,0
TXN102509,USER4186,35.05,Bill Payment,13,iOS,Different City,0,989,8,UPI PIN,0
TXN102510,USER4547,411.07,P2P,5,iOS,Different City,0,3046,0,UPI PIN,0
TXN102511,USER2856,622.87,P2P,7,Android,Same City,0,3007,4,UPI PIN,0
TXN102512,USER2849,2308.49,Bill Payment,5,Android,Same City,0,3976,3,UPI PIN,1
TXN102513,USER3680,669.73,P2P,20,Android,Same City,0,3222,3,UPI PIN,0
TXN102514,USER2329,1192.62,P2P,1,Android,Same City,1,930,2,Biometric,1
TXN102515,USER4934,265.16,P2P,20,Android,Same City,0,647,2,UPI PIN,0
TXN102516,USER3006,472.41,P2P,13,iOS,Same City,0,886,2,Biometric,0
TXN102517,USER2144,1476.11,Merchant,11,iOS,Same City,1,2158,8,UPI PIN,0
TXN102518,USER1013,3374.84,P2P,13,Android,Same City,0,3949,5,UPI PIN,0
TXN102519,USER2077,5334.97,Recharge,16,Android,Different State,0,2578,6,UPI PIN,1
TXN102520,USER4669,2666.65,Bill Payment,15,iOS,Same City,0,3604,2,Auto Debit,1
TXN102521,USER3283,1371.62,Recharge,18,Android,Same City,1,1892,2,UPI PIN,1
TXN102522,USER1776,1195.4,Bill Payment,15,Android,Same City,0,1403,4,Auto Debit,0
TXN102523,USER1304,1014.36,Merchant,21,iOS,Same City,0,2796,2,UPI PIN,0
TXN102524,USER3178,3316.4,Merchant,23,Android,Same City,0,2917,1,UPI PIN,1
TXN102525,USER2682,239.24,Recharge,13,iOS,Same City,0,2679,3,UPI PIN,0
TXN102526,USER3563,2919.68,Recharge,1,Android,Same City,0,1705,6,Biometric,0
TXN102527,USER4041,520.74,Recharge,17,Android,Same City,0,2331,3,UPI PIN,0
TXN102528,USER4565,36.6,Merchant,23,Android,Same City,0,1213,3,Biometric,0
TXN102529,USER1927,5528.68,Bill Payment,10,iOS,Same City,0,2839,1,UPI PIN,1
TXN102530,USER4196,229.97,Merchant,0,Android,Different City,0,2997,4,UPI PIN,0
TXN102531,USER4365,7397.01,Merchant,12,iOS,Different City,0,2124,1,UPI PIN,0
TXN102532,USER4747,54.58,Recharge,7,Android,Same City,0,3505,4,Auto Debit,0
TXN102533,USER3517,23.41,Bill Payment,15,Android,Same City,1,1328,4,Biometric,0
TXN102534,USER2668,17729.41,P2P,1,Android,Same City,0,2462,0,UPI PIN,0
TXN102535,USER3597,1601.94,Recharge,13,Android,Same City,1,3847,3,UPI PIN,0
TXN102536,USER4634,855.36,Bill Payment,0,Android,Same City,1,2938,1,UPI PIN,0
TXN102537,USER2431,2949.83,P2P,5,Android,Same City,0,3191,3,Biometric,0
TXN102538,USER2357,413.22,P2P,14,Android,Same City,0,81,4,Biometric,0
TXN102539,USER2001,743.98,Recharge,9,Android,Same City,1,2915,3,Biometric,0
TXN102540,USER1646,728.17,Recharge,7,iOS,Same City,0,1494,2,Biometric,0
TXN102541,USER4974,5906.69,Bill Payment,23,Android,Different City,0,1499,7,UPI PIN,0
TXN102542,USER2661,4881.0,Merchant,9,Android,Same City,1,2835,1,UPI PIN,1
TXN102543,USER3995,412.92,P2P,8,Android,Same City,0,2460,4,Biometric,0
TXN102544,USER1374,2108.13,Bill Payment,13,Android,Same City,0,755,3,Biometric,0
TXN102545,USER2069,1273.02,Merchant,20,iOS,Different State,0,1793,1,Biometric,0
TXN102546,USER2829,303.86,Merchant,4,iOS,Same City,0,1687,2,UPI PIN,0
TXN102547,USER1077,2634.4,Recharge,15,Android,Same City,0,1674,2,UPI PIN,0
TXN102548,USER4919,1717.66,Merchant,19,iOS,Different City,1,2039,0,UPI PIN,0
TXN102549,USER4052,371.93,Bill Payment,9,Web,Same City,0,3101,3,UPI PIN,0
TXN102550,USER1362,4973.63,P2P,14,Web,Same City,2,2978,9,UPI PIN,0
TXN102551,USER1451,829.45,Recharge,13,Android,Same City,1,1709,3,UPI PIN,0
TXN102552,USER3982,1747.32,Recharge,11,Android,Same City,0,2249,2,UPI PIN,0
TXN102553,USER4337,3901.23,Recharge,23,iOS,Same City,0,128,4,Biometric,1
TXN102554,USER4802,1311.13,P2P,15,iOS,Same City,0,3255,3,UPI PIN,1
TXN102555,USER2762,49.73,Bill Payment,20,Android,Same City,0,1611,2,UPI PIN,0
TXN102556,USER1556,808.49,Recharge,13,Android,Different State,0,3266,1,UPI PIN,0
TXN102557,USER3660,3242.19,Merchant,8,iOS,Same City,0,1198,3,UPI PIN,0
TXN102558,USER3761,1438.39,Recharge,9,Android,Same City,0,1344,1,Biometric,0
TXN102559,USER4197,1191.74,Recharge,10,iOS,Different City,0,888,3,Biometric,1
TXN102560,USER3789,1975.2,Recharge,13,iOS,Different State,0,52,2,Biometric,0
TXN102561,USER1437,2732.76,P2P,7,Android,Same City,0,3980,3,UPI PIN,0
TXN102562,USER1736,11021.65,P2P,4,Android,Different City,0,2807,4,UPI PIN,1
TXN102563,USER3098,315.22,Merchant,8,Web,Same City,0,1091,1,UPI PIN,0
TXN102564,USER1582,1851.52,Recharge,11,iOS,Same City,0,1506,2,UPI PIN,0
TXN102565,USER2096,1178.45,P2P,21,Android,Same City,1,3177,3,UPI PIN,0
TXN102566,USER2923,1737.6,Bill Payment,19,Android,Same City,0,3677,1,UPI PIN,0
TXN102567,USER2129,2200.83,Recharge,13,Android,Same City,0,2327,3,UPI PIN,1
TXN102568,USER1695,1220.55,Recharge,16,Android,Same City,0,53,2,UPI PIN,0
TXN102569,USER4250,3183.74,Recharge,16,Android,Same City,0,2128,5,UPI PIN,0
TXN102570,USER1554,864.07,Merchant,4,iOS,Different City,0,783,1,UPI PIN,0
TXN102571,USER4587,679.96,Bill Payment,21,Android,Same City,0,1322,2,Auto Debit,0
TXN102572,USER2879,309.19,P2P,15,iOS,Same City,0,2790,2,Auto Debit,0
TXN102573,USER2825,3935.0,Recharge,12,iOS,Different State,0,685,3,UPI PIN,1
TXN102574,USER1319,858.62,Recharge,12,iOS,Same City,2,1825,0,UPI PIN,0
TXN102575,USER3603,842.32,Bill Payment,8,Android,Same City,0,3950,1,Biometric,0
TXN102576,USER2433,527.54,P2P,14,Android,Same City,0,392,3,UPI PIN,0
TXN102577,USER3255,4298.23,P2P,12,Android,Different State,0,3410,2,Auto Debit,0
TXN102578,USER2898,1084.8,Merchant,22,iOS,Same City,0,545,2,UPI PIN,0
TXN102579,USER1651,241.38,P2P,21,iOS,Same City,0,2358,0,UPI PIN,0
TXN102580,USER3240,1338.81,Recharge,20,Android,Same City,0,56,3,Biometric,0
TXN102581,USER2369,3682.0,Recharge,13,iOS,Different City,0,1857,5,UPI PIN,1
TXN102582,USER1745,2217.58,Merchant,5,Android,Same City,0,2826,1,UPI PIN,0
TXN102583,USER3811,4107.2,Bill Payment,7,iOS,Same City,0,639,3,UPI PIN,1
TXN102584,USER3985,344.89,Recharge,1,Android,Same City,0,1363,3,UPI PIN,0
TXN102585,USER4738,1294.0,Merchant,17,Android,Same City,0,3453,6,Auto Debit,0
TXN102586,USER1049,415.26,Bill Payment,6,iOS,Different State,0,1013,3,Biometric,0
TXN102587,USER2901,2625.13,Bill Payment,15,Android,Different City,0,3766,4,Biometric,1
TXN102588,USER3404,2354.58,P2P,17,Android,Different City,0,1423,4,UPI PIN,1
TXN102589,USER2056,2138.57,Recharge,5,Android,Same City,0,3338,2,UPI PIN,1
TXN102590,USER3027,774.07,P2P,6,Android,Same City,0,95,1,UPI PIN,0
TXN102591,USER3621,2228.48,P2P,22,Android,Same City,1,1253,3,UPI PIN,0
TXN102592,USER3681,949.34,Recharge,18,iOS,Same City,1,1412,4,UPI PIN,0
TXN102593,USER4651,1213.9,Bill Payment,7,iOS,Different State,0,2702,0,UPI PIN,1
TXN102594,USER3266,140.51,Bill Payment,4,Android,Different City,0,995,3,UPI PIN,0
TXN102595,USER3729,2726.62,Recharge,22,iOS,Different City,0,3466,2,UPI PIN,0
TXN102596,USER3065,962.71,P2P,10,Android,Same City,0,2249,1,Auto Debit,0
TXN102597,USER3540,373.24,Recharge,22,Android,Same City,0,299,1,UPI PIN,0
TXN102598,USER4992,264.75,Merchant,2,iOS,Same City,0,1565,3,UPI PIN,0
TXN102599,USER4412,1283.57,P2P,11,Android,Different State,0,3641,3,Auto Debit,0
TXN102600,USER4668,3231.93,P2P,23,Android,Same City,0,1280,6,Biometric,0
TXN102601,USER4957,184.98,Bill Payment,12,iOS,Same City,0,2484,5,UPI PIN,0
TXN102602,USER4530,181.13,P2P,23,Android,Different State,0,1501,3,Biometric,0
TXN102603,USER4767,1929.44,Bill Payment,15,iOS,Different City,1,2963,2,UPI PIN,0
TXN102604,USER1862,396.23,Recharge,15,Android,Same City,0,3380,1,UPI PIN,0
TXN102605,USER3930,115.29,Bill Payment,10,Android,Same City,0,443,2,UPI PIN,0
TXN102606,USER2685,1140.15,Recharge,11,Android,Different City,0,1577,1,Biometric,1
TXN102607,USER2625,243.14,Recharge,14,iOS,Same City,0,3491,5,UPI PIN,0
TXN102608,USER2356,782.31,Recharge,21,iOS,Same City,0,2731,1,UPI PIN,0
TXN102609,USER4004,7385.46,Recharge,5,iOS,Same City,0,1330,4,UPI PIN,0
TXN102610,USER3513,32.48,Bill Payment,4,Android,Same City,0,3780,1,Biometric,0
TXN102611,USER1021,1179.93,Merchant,5,Android,Same City,3,969,2,Biometric,1
TXN102612,USER4038,1635.35,Recharge,12,Android,Different City,1,2803,5,UPI PIN,0
TXN102613,USER3118,2156.44,Recharge,5,iOS,Different City,2,1317,3,UPI PIN,0
TXN102614,USER1837,816.73,Merchant,16,Android,Same City,0,75,7,UPI PIN,0
TXN102615,USER1515,4061.55,Bill Payment,18,Android,Same City,0,1423,6,Auto Debit,0
TXN102616,USER1558,1566.47,Recharge,9,Android,Same City,0,748,3,UPI PIN,0
TXN102617,USER2274,454.64,Merchant,12,iOS,Same City,0,2678,4,UPI PIN,0
TXN102618,USER1898,6304.57,Bill Payment,11,Android,Different City,0,373,2,Biometric,1
TXN102619,USER2763,126.2,Bill Payment,6,Web,Same City,0,3461,4,UPI PIN,0
TXN102620,USER3714,498.32,P2P,7,iOS,Different State,0,2686,1,UPI PIN,0
TXN102621,USER3205,3579.25,P2P,1,Android,Same City,1,1390,2,Auto Debit,0
TXN102622,USER2440,2468.06,Merchant,18,iOS,Same City,0,838,5,UPI PIN,1
TXN102623,USER2725,593.22,Bill Payment,14,Android,Same City,0,422,0,UPI PIN,0
TXN102624,USER2263,1084.23,Merchant,14,Android,Same City,0,2894,6,Biometric,1
TXN102625,USER3869,247.95,Bill Payment,7,iOS,Same City,0,1645,4,Biometric,0
TXN102626,USER1067,2420.85,P2P,5,iOS,Same City,0,2713,3,UPI PIN,0
TXN102627,USER4211,1085.89,P2P,9,Android,Same City,0,970,2,UPI PIN,1
TXN102628,USER4703,779.03,Merchant,21,iOS,Same City,0,3675,0,Auto Debit,0
TXN102629,USER1382,5235.69,Merchant,6,Android,Different City,1,1939,4,UPI PIN,0
TXN102630,USER3553,452.1,Bill Payment,10,iOS,Different City,1,148,1,UPI PIN,0
TXN102631,USER1820,2091.72,P2P,9,Android,Same City,0,3260,2,UPI PIN,0
TXN102632,USER2774,1153.18,Recharge,16,Android,Different City,0,2174,1,UPI PIN,0
TXN102633,USER1903,3346.4,Recharge,9,Android,Same City,1,1962,2,UPI PIN,0
TXN102634,USER2854,1964.29,Merchant,4,Android,Different City,1,3498,3,Biometric,0
TXN102635,USER3708,455.19,Recharge,8,Android,Same City,0,951,3,UPI PIN,0
TXN102636,USER2117,787.83,Merchant,7,Android,Same City,0,2786,3,Biometric,0
TXN102637,USER2690,547.71,Bill Payment,14,Android,Same City,0,1082,3,UPI PIN,0
TXN102638,USER1455,3290.85,P2P,0,Android,Same City,1,411,4,UPI PIN,1
TXN102639,USER4038,531.95,Bill Payment,1,Android,Same City,0,2844,2,Biometric,0
TXN102640,USER4052,370.8,Merchant,10,iOS,Different State,1,3371,3,Biometric,0
TXN102641,USER2800,40.42,Bill Payment,15,iOS,Same City,1,3040,2,Auto Debit,0
TXN102642,USER3585,1608.14,P2P,7,Android,Same City,0,508,3,UPI PIN,0
TXN102643,USER2533,1052.26,Merchant,18,Android,Different City,0,810,4,UPI PIN,0
TXN102644,USER1797,573.03,P2P,9,iOS,Same City,0,1685,4,UPI PIN,0
TXN102645,USER4734,2792.31,P2P,3,Android,Different City,0,531,4,UPI PIN,1
TXN102646,USER3301,3510.33,Bill Payment,4,iOS,Same City,0,1810,3,UPI PIN,1
TXN102647,USER3528,2436.02,Recharge,18,Android,Same City,0,2181,6,Biometric,0
TXN102648,USER4520,1096.73,P2P,14,iOS,Same City,1,2333,2,UPI PIN,0
TXN102649,USER3334,1191.14,Merchant,3,Android,Same City,0,1869,3,Biometric,0
TXN102650,USER3692,55.84,Bill Payment,12,Android,Same City,0,602,8,UPI PIN,0
TXN102651,USER2005,13696.54,Bill Payment,12,Android,Same City,1,2867,0,UPI PIN,0
TXN102652,USER1829,2324.76,P2P,12,iOS,Same City,1,207,2,Biometric,0
TXN102653,USER1611,915.52,P2P,7,Android,Same City,1,1606,4,UPI PIN,1
TXN102654,USER4318,491.07,P2P,11,Android,Same City,2,243,3,Biometric,1
TXN102655,USER3188,1433.9,Merchant,8,Android,Same City,0,964,4,UPI PIN,0
TXN102656,USER1182,0.91,Recharge,15,Web,Different City,0,3734,3,UPI PIN,1
TXN102657,USER4183,3397.56,Recharge,2,Android,Same City,1,1664,2,UPI PIN,0
TXN102658,USER3296,1809.76,Recharge,9,Android,Same City,0,2972,2,UPI PIN,0
TXN102659,USER2377,641.54,Bill Payment,21,Android,Same City,0,2975,3,UPI PIN,0
TXN102660,USER3349,3955.83,Recharge,8,Android,Different City,0,376,1,UPI PIN,1
TXN102661,USER3317,1057.51,Recharge,23,Android,Same City,0,3972,4,Biometric,0
TXN102662,USER4968,2273.3,Merchant,7,Android,Different State,0,3479,2,UPI PIN,1
TXN102663,USER2513,191.62,Bill Payment,23,iOS,Same City,0,574,7,UPI PIN,1
TXN102664,USER1749,2132.63,P2P,16,Web,Same City,0,382,2,Biometric,1
TXN102665,USER1350,3119.03,Bill Payment,1,iOS,Same City,0,1765,2,UPI PIN,0
TXN102666,USER2030,360.52,Bill Payment,3,iOS,Same City,1,3391,3,Biometric,0
TXN102667,USER4972,1588.43,Bill Payment,1,Android,Same City,0,3752,4,Biometric,0
TXN102668,USER4881,189.3,P2P,4,Android,Different State,0,893,3,UPI PIN,0
TXN102669,USER3212,500.8,Merchant,0,Android,Different City,2,1052,1,UPI PIN,0
TXN102670,USER2503,2780.14,Merchant,3,Android,Different City,1,3989,2,UPI PIN,1
TXN102671,USER3201,447.9,Recharge,6,Android,Same City,0,2561,2,UPI PIN,0
TXN102672,USER1368,135.05,Merchant,0,Android,Same City,0,3435,3,Biometric,1
TXN102673,USER1270,5418.02,Merchant,8,Android,Same City,0,622,2,Biometric,0
TXN102674,USER4542,3443.8,Merchant,4,iOS,Same City,0,3497,4,UPI PIN,1
TXN102675,USER1405,3867.8,Merchant,13,Android,Same City,1,2526,3,Auto Debit,0
TXN102676,USER1286,30.38,Recharge,5,iOS,Same City,0,3580,2,UPI PIN,0
TXN102677,USER3488,149.7,P2P,12,Android,Same City,0,3300,3,UPI PIN,0
TXN102678,USER1086,86.35,Bill Payment,0,Android,Different City,0,1707,4,UPI PIN,0
TXN102679,USER4398,4626.27,Merchant,14,Android,Same City,0,250,2,Biometric,0
TXN102680,USER2466,9242.05,Bill Payment,11,iOS,Different City,0,2509,0,UPI PIN,0
TXN102681,USER1952,629.25,Recharge,5,Android,Same City,0,462,6,UPI PIN,1
TXN102682,USER1149,6662.14,P2P,10,Android,Same City,1,1074,2,Biometric,0
TXN102683,USER3967,986.93,Bill Payment,16,Android,Same City,0,3021,0,UPI PIN,0
TXN102684,USER3294,340.58,Recharge,15,Web,Same City,1,1980,1,UPI PIN,0
TXN102685,USER4588,974.65,Bill Payment,21,Android,Same City,2,1337,1,UPI PIN,1
TXN102686,USER3738,1246.68,Bill Payment,17,Android,Different City,0,2967,4,UPI PIN,0
TXN102687,USER1517,5424.7,Merchant,13,Android,Same City,0,3317,6,UPI PIN,0
TXN102688,USER4760,999.32,Recharge,15,Android,Same City,0,1682,2,UPI PIN,0
TXN102689,USER3313,1283.18,P2P,13,Web,Same City,0,2101,4,UPI PIN,0
TXN102690,USER1122,1321.81,P2P,0,iOS,Different City,0,1322,6,UPI PIN,1
TXN102691,USER2773,135.2,Bill Payment,19,iOS,Different State,0,2553,3,UPI PIN,0
TXN102692,USER2079,4328.17,P2P,1,iOS,Different State,0,983,3,UPI PIN,1
TXN102693,USER3598,3065.77,Bill Payment,1,Android,Different City,0,1166,2,UPI PIN,1
TXN102694,USER4383,6290.66,Recharge,17,Android,Same City,0,3627,1,UPI PIN,1
TXN102695,USER1281,62.73,P2P,9,iOS,Same City,0,2015,2,UPI PIN,0
TXN102696,USER3242,10177.78,Recharge,17,Android,Same City,0,2290,4,Auto Debit,0
TXN102697,USER1948,105.49,Merchant,12,iOS,Same City,0,2114,3,UPI PIN,0
TXN102698,USER2929,540.82,Bill Payment,9,iOS,Same City,0,2328,4,UPI PIN,0
TXN102699,USER2147,2519.06,Bill Payment,2,iOS,Different State,0,1353,5,Biometric,0
TXN102700,USER1490,5277.07,Merchant,9,Android,Same City,1,3640,0,UPI PIN,0
